x,y
331,107
332,98
333,52
334,22
335,23
336,27
337,28
338,30
339,34
340,48
341,86
342,87
343,89
344,87
345,56
346,59
347,60
348,63
349,64
350,57
351,47
352,34
353,32
354,63
355,70
356,77
357,79
358,82
359,82
360,84
361,84
362,83
363,85
364,90
365,90
366,89
367,92
368,94
369,95
370,96
371,97
372,100
373,100
374,82
375,78
376,78
377,77
378,74
379,54
380,107
381,107
382,108
383,108
384,109
385,75
386,65
387,73
388,73
389,73
390,69
391,74
392,83
393,112
394,112
395,83
396,83
397,54
398,76
399,74
400,66
401,66
402,74
403,77
404,108
405,107
406,106
407,104
408,79
409,103
410,103
411,103
412,105
413,104
414,104
415,103
416,100
417,98
418,97
419,96
420,95
421,55
422,55
423,63
424,63
425,59
426,89
427,90
428,90
429,89
430,89
431,90
432,87
433,85
434,76
435,80
436,65
437,58
438,53
439,84
440,85
441,86
442,86
443,87
444,86
445,87
446,88
447,87
448,86
449,83
450,83
451,83
452,83
453,82
454,82
455,83
456,79
457,79
458,83
459,82
460,80
461,75
462,75
463,78
464,76
465,76
466,75
467,75
468,74
469,74
470,73
471,73
472,73
473,73
474,74
475,74
476,74
477,73
478,73
479,72
480,71
481,71
482,73
483,87
484,87
485,70
486,67
487,68
488,67
489,68
490,88
491,88
492,66
493,88
494,94
495,90
496,94
497,87
498,75
499,86
500,74
501,61
502,61
503,60
504,86
505,88
506,88
507,88
508,81
509,56
510,56
511,56
512,56
513,56
514,108
515,86
516,87
517,89
518,88
519,88
520,86
521,50
522,49
523,46
524,46
525,45
526,45
527,45
528,42
531,40
532,40
533,41
534,40
535,39
536,38
537,37
538,37
539,37
540,81
541,87
542,88
543,88
544,86
545,77
546,53
547,52
548,51
549,51
550,51
551,51
552,76
553,87
554,88
555,85
556,86
557,86
558,53
559,52
560,52
561,52
562,52
563,77
564,88
565,89
566,88
567,89
568,89
569,85
570,53
571,54
572,53
573,53
574,52
575,87
576,88
577,88
578,88
579,81
580,75
581,51
582,50
583,51
584,52
585,53
586,51
587,51
588,50
589,50
590,50
591,50
592,50
593,50
594,50
595,50
596,50
597,51
598,86
599,88
600,88
601,88
602,90
603,98
604,54
605,51
606,51
607,29
608,9
609,10
610,64
611,88
612,101
613,100
614,97
615,86
616,75
617,28
618,26
619,28
620,30
621,31
622,32
623,87
624,89
625,89
626,89
627,99
628,108
629,55
630,56
631,56
632,58
633,60
634,61
635,68
636,71
637,73
638,77
639,77
640,78
641,79
642,80
643,82
644,84
645,89
646,122
647,129
648,122
649,118
650,122
651,115
652,100
653,99
654,100
655,101
656,102
657,98
658,76
659,75
660,74
661,63
662,80
663,109
664,110
665,111
666,112
667,111
668,112
669,74
670,75
671,77
672,78
673,76
674,75
675,118
676,118
677,119
678,119
679,119
680,118
681,76
682,74
683,75
684,76
685,75
686,76
687,77
688,115
689,114
690,114
691,114
692,113
693,112
694,69
695,74
696,76
697,75
698,75
699,77
700,104
701,102
702,102
703,103
704,102
705,102
706,101
707,104
708,106
709,105
710,98
711,95
712,95
713,94
714,94
715,92
716,89
717,87
718,86
719,87
720,54
721,88
722,87
723,87
724,87
725,87
726,88
727,87
728,86
729,86
730,84
731,85
732,82
733,82
734,84
735,84
736,83
737,83
738,84
739,81
740,83
741,86
742,86
743,86
744,84
745,80
746,81
747,80
748,80
749,79
750,79
751,79
752,77
753,78
754,79
755,79
756,77
757,75
758,76
759,75
760,74
761,73
762,73
763,72
764,72
765,72
766,72
767,71
768,69
769,69
770,71
771,71
772,70
773,68
774,68
775,68
776,67
777,66
778,87
779,87
780,87
781,75
782,62
783,62
784,62
785,62
786,61
787,86
788,89
789,89
790,90
791,87
792,57
793,56
794,56
795,55
796,56
797,82
798,88
799,94
800,99
801,98
802,98
803,93
804,49
805,48
806,48
807,47
808,47
809,49
810,50
811,81
812,86
813,78
814,86
815,86
816,75
817,38
818,36
819,36
820,35
821,35
822,34
823,17
824,14
825,15
826,16
827,15
828,27
829,33
830,33
831,32
832,30
833,29
834,28
835,29
836,77
837,87
838,89
839,89
840,87
841,52
842,52
843,52
844,52
845,52
846,81
847,88
848,93
849,93
850,97
851,88
852,53
853,53
854,53
855,53
856,53
857,86
858,88
859,88
860,89
861,86
862,77
863,51
864,50
865,50
866,30
867,51
868,52
869,88
870,88
871,87
872,87
873,89
874,89
875,52
876,52
877,52
878,52
879,52
880,52
881,51
882,2
883,3
884,3
885,3
886,3
887,3
888,4
889,4
890,5
891,6
892,9
893,15
894,85
895,88
896,88
897,84
898,87
899,76
900,29
901,27
902,27
903,29
904,30
905,31
906,43
907,93
908,89
909,88
910,104
911,83
912,54
913,55
914,58
915,61
916,62
917,66
918,69
919,71
920,71
921,74
922,75
923,76
924,76
925,79
926,80
927,82
928,84
929,86
930,91
931,93
932,95
933,94
934,97
935,101
936,103
937,106
938,107
939,108
940,110
941,112
942,113
943,115
944,117
945,118
946,119
947,119
948,119
949,119
950,115
951,114
952,87
953,75
954,76
955,78
956,74
957,63
958,119
959,119
960,119
961,118
962,118
963,116
964,75
965,74
966,74
967,76
968,75
969,69
970,77
971,112
972,111
973,111
974,110
975,109
976,109
977,63
978,69
979,70
980,70
981,66
982,74
983,104
984,103
985,101
986,100
987,99
988,75
989,76
990,75
991,74
992,76
993,76
994,91
995,95
996,94
997,94
998,94
999,113
1000,127
1001,127
1002,126
1003,128
1004,129
1005,130
1006,87
1007,87
1008,87
1009,87
1010,86
1011,84
1012,83
1013,82
1014,82
1015,83
1016,82
1017,83
1018,83
1019,83
1020,82
1021,83
1022,83
1023,81
1024,85
1025,88
1026,87
1027,87
1028,79
1029,76
1030,78
1031,77
1032,77
1033,77
1034,77
1035,74
1036,77
1037,93
1038,89
1039,93
1040,76
1041,74
1042,75
1043,74
1044,75
1045,74
1046,74
1047,74
1048,71
1049,73
1050,75
1051,74
1052,73
1053,70
1054,69
1055,68
1056,68
1057,66
1058,64
1059,63
1060,63
1061,59
1062,55
1063,55
1064,59
1065,61
1066,62
1067,61
1068,60
1069,60
1070,60
1071,60
1072,61
1073,87
1074,86
1075,85
1076,87
1077,57
1078,82
1079,82
1080,56
1081,107
1082,85
1083,87
1084,89
1085,88
1086,90
1087,87
1088,52
1089,52
1090,52
1091,51
1092,51
1093,51
1094,89
1095,99
1096,96
1097,97
1098,90
1099,94
1100,76
1101,42
1102,41
1103,41
1104,40
1105,40
1106,76
1107,81
1108,85
1109,87
1110,87
1111,77
1112,54
1113,52
1114,34
1115,32
1116,31
1117,31
1118,31
1119,26
1120,18
1121,18
1122,17
1123,19
1124,28
1125,51
1126,51
1127,40
1128,50
1129,39
1130,28
1131,77
1132,88
1133,88
1134,88
1135,88
1136,82
1137,52
1138,52
1139,52
1140,52
1141,52
1142,86
1143,98
1144,90
1145,90
1146,94
1147,88
1148,77
1149,77
1150,76
1151,76
1152,77
1153,78
1154,85
1155,87
1156,89
1157,86
1158,64
1159,50
1160,51
1161,51
1162,52
1163,53
1164,55
1165,88
1166,89
1167,89
1168,90
1169,94
1170,109
1171,81
1173,1
1174,1
1175,2
1176,3
1177,3
1178,18
1179,18
1180,15
1181,13
1182,12
1183,14
1184,14
1185,14
1186,16
1187,19
1188,21
1189,23
1190,75
1191,87
1192,87
1193,90
1194,88
1195,50
1196,48
1197,48
1198,48
1199,50
1200,53
1201,55
1202,66
1203,109
1204,81
1205,75
1206,75
1207,74
1208,73
1209,75
1210,76
1211,79
1212,82
1213,81
1214,82
1215,86
1216,88
1217,90
1218,90
1219,93
1220,96
1221,97
1222,99
1223,99
1224,96
1225,82
1226,76
1227,64
1228,53
1229,110
1230,111
1231,112
1232,113
1233,114
1234,112
1235,112
1236,113
1237,116
1238,118
1239,119
1240,120
1241,121
1242,121
1243,121
1244,121
1245,122
1246,120
1247,119
1248,85
1249,78
1250,76
1251,76
1252,77
1253,81
1254,119
1255,119
1256,118
1257,118
1258,118
1259,117
1260,75
1261,65
1262,66
1263,69
1264,65
1265,64
1266,75
1267,111
1268,110
1269,109
1270,108
1271,107
1272,106
1273,65
1274,74
1275,73
1276,73
1277,65
1278,99
1279,100
1280,100
1281,99
1282,98
1283,93
1284,88
1285,87
1286,89
1287,89
1288,88
1289,87
1290,87
1291,85
1292,86
1293,87
1294,86
1295,86
1296,86
1297,86
1298,86
1299,86
1300,86
1301,85
1302,85
1303,84
1304,84
1305,85
1306,83
1307,82
1308,84
1309,83
1310,81
1311,78
1312,77
1313,80
1314,80
1315,80
1316,79
1317,79
1318,77
1319,78
1320,82
1321,98
1322,97
1323,99
1324,77
1325,77
1326,78
1327,78
1328,77
1329,77
1330,77
1331,72
1332,78
1333,97
1334,93
1335,98
1336,73
1337,67
1338,68
1339,68
1340,68
1341,68
1342,66
1343,68
1344,88
1345,87
1346,87
1347,67
1348,63
1349,66
1350,65
1351,65
1352,64
1353,63
1354,61
1355,60
1356,59
1357,59
1358,60
1359,60
1360,60
1361,59
1362,59
1363,59
1364,59
1365,88
1366,88
1367,89
1368,89
1369,88
1370,86
1371,52
1372,52
1373,51
1374,51
1375,52
1376,53
1377,76
1378,88
1379,98
1380,96
1381,97
1382,89
1383,74
1384,45
1385,45
1386,45
1387,44
1388,45
1389,52
1390,86
1391,98
1392,98
1393,97
1394,89
1395,86
1396,38
1397,37
1398,36
1399,35
1400,35
1401,34
1402,77
1403,84
1404,86
1405,81
1406,84
1407,77
1408,52
1409,51
1410,51
1411,28
1412,27
1413,26
1414,25
1415,21
1416,20
1417,21
1418,21
1419,52
1420,53
1421,53
1422,52
1423,52
1424,51
1425,77
1426,87
1427,88
1428,89
1429,87
1430,76
1431,51
1432,52
1433,52
1434,52
1435,52
1436,77
1437,78
1438,77
1439,85
1440,85
1441,77
1442,52
1443,53
1444,53
1445,54
1446,108
1447,108
1448,99
1449,90
1450,97
1451,97
1452,97
1453,93
1454,109
1455,109
1456,81
1457,53
1458,53
1459,81
1460,87
1461,94
1462,98
1463,90
1464,99
1465,94
1466,75
1467,51
1468,10
1469,9
1470,9
1471,10
1472,11
1473,13
1474,14
1475,18
1476,20
1477,24
1478,29
1479,30
1480,29
1481,30
1482,33
1483,36
1484,38
1485,46
1486,71
1487,100
1488,109
1489,108
1490,63
1491,60
1492,62
1493,64
1494,66
1495,67
1496,73
1497,80
1498,82
1499,81
1500,81
1501,83
1502,84
1503,86
1504,87
1505,89
1506,91
1507,90
1508,90
1509,91
1510,94
1511,95
1512,95
1513,97
1514,102
1515,103
1516,104
1517,105
1518,106
1519,80
1520,64
1521,75
1522,75
1523,75
1524,76
1525,115
1526,117
1527,120
1528,121
1529,122
1530,122
1531,122
1532,122
1533,121
1534,121
1535,121
1536,119
1537,119
1538,119
1539,119
1540,120
1541,119
1542,118
1543,117
1544,74
1545,74
1546,76
1547,75
1548,74
1549,77
1550,112
1551,112
1552,110
1553,109
1554,108
1555,108
1556,54
1557,65
1558,74
1559,70
1560,66
1561,74
1562,104
1563,102
1564,101
1565,100
1566,99
1567,76
1568,64
1569,64
1570,69
1571,69
1572,74
1573,95
1574,93
1575,74
1576,74
1577,91
1578,90
1579,91
1580,90
1581,82
1582,89
1583,88
1584,54
1585,90
1586,90
1587,90
1588,90
1589,90
1590,89
1591,90
1592,89
1593,89
1594,90
1595,90
1596,90
1597,90
1598,90
1599,90
1600,90
1601,88
1602,87
1603,86
1604,84
1605,76
1606,80
1607,84
1608,88
1609,86
1610,86
1611,86
1612,86
1613,86
1614,84
1615,84
1616,88
1617,85
1618,86
1619,82
1620,85
1621,86
1622,86
1623,85
1624,84
1625,84
1626,84
1627,83
1628,84
1629,86
1630,86
1631,86
1632,84
1633,85
1634,84
1635,83
1636,83
1637,81
1638,81
1639,77
1640,76
1641,76
1642,75
1643,72
1644,71
1645,72
1646,71
1647,69
1648,68
1649,108
1650,111
1651,109
1652,86
1653,86
1654,107
1655,84
1656,59
1657,56
1658,54
1659,53
1660,51
1661,89
1662,89
1663,82
1664,78
1665,85
1666,40
1667,36
1668,34
1669,31
1670,30
1671,29
1672,32
1673,89
1674,99
1675,93
1676,96
1677,98
1678,98
1679,50
1680,18
1681,18
1682,17
1683,17
1684,16
1685,76
1686,88
1687,93
1688,87
1689,89
1690,86
1691,86
1692,51
1693,51
1694,50
1695,50
1696,51
1697,51
1698,86
1699,86
1700,85
1701,85
1702,86
1703,88
1704,108
1705,109
1706,109
1711,5
1712,5
1713,5
1714,5
1715,108
1716,108
1717,108
1718,108
1719,87
1720,81
1721,84
1722,78
1723,78
1724,75
1725,52
1726,53
1727,53
1728,53
1729,53
1730,55
1731,88
1732,89
1733,90
1734,90
1735,98
1736,89
1737,88
1738,81
1739,81
1740,81
1741,54
1742,54
1743,55
1744,100
1745,101
1746,98
1747,96
1748,99
1749,88
1750,15
1751,14
1752,18
1753,22
1754,24
1755,26
1756,37
1757,75
1758,86
1759,87
1760,90
1761,88
1762,49
1763,49
1764,46
1765,47
1766,47
1767,46
1768,46
1769,49
1770,34
1771,44
1772,45
1773,46
1774,61
1775,63
1776,64
1777,68
1778,71
1779,77
1780,81
1781,81
1782,83
1783,85
1784,88
1785,89
1786,92
1787,94
1788,95
1789,98
1790,99
1791,98
1792,98
1793,97
1794,100
1795,103
1796,106
1797,106
1798,107
1799,108
1800,109
1801,111
1802,65
1803,64
1804,73
1805,74
1806,74
1807,65
1808,54
1809,117
1810,117
1811,117
1812,117
1813,116
1814,114
1815,76
1816,76
1817,78
1818,76
1819,74
1820,77
1821,118
1822,119
1823,119
1824,119
1825,119
1826,118
1827,118
1828,117
1829,116
1830,115
1831,113
1832,111
1833,110
1834,109
1835,109
1836,108
1837,108
1838,107
1839,106
1840,65
1841,73
1842,75
1843,75
1844,65
1845,98
1846,98
1847,98
1848,97
1849,94
1850,94
1851,84
1852,76
1853,82
1854,88
1855,72
1856,87
1857,87
1858,71
1859,87
1860,86
1861,86
1862,85
1863,84
1864,84
1865,84
1866,54
1867,54
1868,86
1869,86
1870,85
1871,86
1872,86
1873,85
1874,84
1875,81
1876,81
1877,79
1878,78
1879,81
1880,80
1881,80
1882,79
1883,79
1884,80
1885,79
1886,79
1887,78
1888,78
1889,77
1890,76
1891,76
1892,76
1893,75
1894,75
1895,75
1896,76
1897,76
1898,73
1899,75
1900,77
1901,77
1902,74
1903,72
1904,73
1905,72
1906,71
1907,71
1908,71
1909,70
1910,68
1911,87
1912,88
1913,87
1914,87
1915,67
1916,64
1917,64
1918,64
1919,64
1920,64
1921,62
1922,86
1923,88
1924,87
1925,89
1926,86
1927,59
1928,58
1929,72
1930,57
1931,57
1932,56
1933,86
1934,89
1935,89
1936,89
1937,76
1938,50
1939,52
1940,52
1941,52
1942,52
1943,53
1944,51
1945,48
1946,46
1947,45
1948,44
1949,43
1950,43
1951,43
1952,43
1953,43
1954,45
1955,49
1956,53
1957,77
1958,89
1959,89
1960,87
1961,81
1962,50
1963,39
1964,38
1965,37
1966,37
1967,36
1968,36
1969,88
1970,93
1971,93
1972,90
1973,87
1974,87
1975,54
1976,52
1977,50
1978,41
1979,50
1980,41
1981,77
1982,86
1983,88
1984,87
1985,88
1986,88
1987,52
1988,51
1989,51
1990,51
1991,51
1992,50
1993,82
1994,89
1995,89
1996,88
1997,85
1998,55
1999,53
2000,53
2001,53
2002,55
2003,110
2004,111
2005,109
2006,52
2007,52
2008,51
2009,52
2010,54
2011,54
2012,54
2013,54
2014,54
2015,87
2016,89
2017,93
2018,89
2019,99
2020,100
2021,54
2022,53
2023,53
2024,53
2025,52
2026,52
2027,89
2028,98
2029,98
2030,96
2031,100
2032,97
2033,53
2034,15
2035,15
2036,16
2037,17
2038,19
2039,26
2040,85
2041,99
2042,98
2043,93
2044,77
2045,48
2046,46
2047,46
2048,47
2049,49
2050,52
2051,54
2052,62
2053,73
2054,88
2055,86
2056,79
2057,76
2058,78
2059,80
2060,78
2061,79
2062,78
2063,81
2064,32
2065,48
2066,52
2067,54
2068,52
2069,54
2070,95
2071,98
2072,99
2073,100
2074,100
2075,101
2076,89
2077,75
2078,69
2079,77
2080,111
2081,113
2082,113
2083,113
2084,113
2085,114
2086,111
2087,78
2088,78
2089,77
2090,74
2091,73
2092,86
2093,122
2094,122
2095,122
2096,122
2097,122
2098,65
2099,65
2100,73
2101,74
2102,69
2103,69
2104,119
2105,120
2106,120
2107,119
2108,118
2109,118
2110,74
2111,65
2112,74
2113,76
2114,75
2115,70
2116,105
2117,107
2118,106
2119,107
2120,105
2121,104
2122,103
2123,103
2124,102
2125,99
2126,99
2127,98
2128,93
2129,92
2130,92
2131,91
2132,91
2133,91
2134,90
2135,88
2136,87
2137,86
2138,86
2139,87
2140,89
2141,89
2142,88
2143,88
2144,87
2145,87
2146,85
2147,84
2148,83
2149,82
2150,83
2151,82
2152,82
2153,82
2154,81
2155,81
2156,81
2157,82
2158,85
2159,85
2160,85
2161,79
2162,77
2163,79
2164,79
2165,78
2166,77
2167,77
2168,78
2169,75
2170,76
2171,77
2172,77
2173,77
2174,76
2175,75
2176,73
2177,73
2178,72
2179,72
2180,72
2181,72
2182,71
2183,70
2184,69
2185,69
2186,70
2187,70
2188,69
2189,68
2190,67
2191,66
2192,66
2193,66
2194,88
2195,87
2196,87
2197,88
2198,86
2199,62
2200,61
2201,59
2202,58
2203,57
2204,57
2205,56
2206,86
2207,89
2208,94
2209,90
2210,88
2211,81
2212,77
2213,77
2214,76
2215,76
2216,87
2217,88
2218,87
2219,89
2220,86
2221,46
2222,48
2223,47
2224,47
2225,48
2226,51
2227,54
2228,76
2229,85
2230,86
2231,88
2232,88
2233,37
2234,36
2235,35
2236,35
2237,35
2238,34
2239,30
2240,14
2241,19
2242,19
2243,18
2244,15
2245,27
2246,30
2247,29
2248,29
2249,29
2250,28
2251,41
2252,85
2253,86
2254,86
2255,85
2256,86
2257,86
2258,52
2259,49
2260,50
2261,49
2262,50
2263,50
2264,54
2265,89
2266,99
2267,97
2268,97
2269,86
2270,81
2271,50
2272,49
2273,49
2274,50
2275,49
2276,33
2277,87
2278,88
2279,87
2280,86
2281,87
2282,85
2283,86
2284,86
2285,86
2286,87
2287,89
2288,89
2289,89
2290,94
2291,87
2292,51
2293,51
2294,52
2295,52
2296,52
2297,52
2298,51
2299,3
2300,3
2301,4
2302,4
2303,4
2304,5
2305,5
2306,8
2307,9
2308,13
2309,51
2310,52
2311,87
2312,98
2313,98
2314,97
2315,87
2316,28
2317,29
2318,31
2319,33
2320,37
2321,40
2322,46
2323,81
2324,104
2325,99
2326,94
2327,88
2328,62
2329,60
2330,59
2331,62
2332,65
2333,66
2334,70
2335,77
2336,80
2337,85
2338,85
2339,91
2340,91
2341,95
2342,101
2343,102
2344,103
2345,104
2346,106
2347,107
2348,107
2349,110
2350,112
2351,112
2352,112
2353,113
2354,113
2355,113
2356,112
2357,54
2358,53
2359,53
2360,52
2361,115
2362,116
2363,116
2364,52
2365,52
2366,52
2367,54
2368,110
2369,87
2370,78
2371,78
2372,81
2373,85
2374,86
2375,117
2376,116
2377,116
2378,116
2379,115
2380,114
2381,86
2382,75
2383,75
2384,76
2385,76
2386,76
2387,108
2388,109
2389,108
2390,107
2391,106
2392,105
2393,101
2394,74
2395,76
2396,78
2397,78
2398,75
2399,99
2400,102
2401,98
2402,97
2403,96
2404,96
2405,95
2406,92
2407,89
2408,87
2409,87
2410,88
2411,91
2412,91
2413,90
2414,88
2415,86
2416,86
2417,102
2418,114
2419,91
2420,83
2421,84
2422,87
2423,87
2424,86
2425,85
2426,85
2427,84
2428,84
2429,81
2430,81
2431,81
2432,82
2433,80
2434,80
2435,82
2436,82
2437,81
2438,80
2439,80
2440,76
2441,78
2442,80
2443,80
2444,77
2445,73
2446,72
2447,75
2448,75
2449,75
2450,75
2451,75
2452,73
2453,76
2454,98
2455,98
2456,98
2457,72
2458,69
2459,72
2460,71
2461,71
2462,71
2463,71
2464,68
2465,71
2466,87
2467,88
2468,89
2469,67
2470,62
2471,64
2472,62
2473,58
2474,58
2475,58
2476,57
2477,57
2478,53
2479,53
2480,52
2481,52
2482,56
2483,57
2484,57
2485,55
2486,55
2487,55
2488,54
2489,76
2490,87
2491,89
2492,89
2493,87
2494,82
2495,80
2496,53
2497,53
2498,53
2499,52
2500,75
2501,87
2502,89
2503,89
2504,89
2505,86
2506,50
2507,51
2508,51
2509,53
2510,64
2511,75
2512,85
2513,88
2514,88
2515,88
2516,87
2517,76
2518,41
2519,40
2520,39
2521,51
2522,52
2523,81
2524,85
2525,86
2526,85
2527,87
2528,87
2529,50
2530,33
2531,30
2532,30
2533,29
2534,29
2535,26
2536,20
2537,17
2538,17
2539,17
2540,20
2541,25
2542,25
2543,24
2544,24
2545,24
2546,23
2547,23
2548,87
2549,90
2550,89
2551,89
2552,89
2553,86
2554,52
2555,51
2556,34
2557,49
2558,49
2559,33
2560,77
2561,86
2562,86
2563,84
2564,85
2565,88
2566,53
2567,51
2568,51
2569,52
2570,52
2571,82
2572,88
2573,88
2574,88
2575,89
2576,88
2577,87
2578,55
2579,54
2580,54
2581,54
2582,54
2583,99
2584,99
2585,99
2586,93
2587,86
2588,52
2589,14
2590,16
2591,17
2592,19
2593,20
2594,20
2595,21
2596,21
2597,22
2598,23
2599,27
2600,30
2601,31
2602,34
2603,36
2604,38
2605,43
2606,51
2607,99
2608,99
2609,93
2610,99
2611,64
2612,61
2613,61
2614,62
2615,64
2616,66
2617,68
2618,69
2619,75
2620,81
2621,80
2622,85
2623,83
2624,83
2625,86
2626,87
2627,87
2628,88
2629,90
2630,91
2631,90
2632,88
2633,89
2634,88
2635,97
2636,102
2637,104
2638,105
2639,106
2640,108
2641,109
2642,110
2643,110
2644,77
2645,77
2646,77
2647,87
2648,114
2649,114
2650,114
2651,113
2652,54
2653,52
2654,8
2655,8
2656,61
2657,61
2658,114
2659,61
2660,61
2661,61
2662,61
2663,52
2664,54
2665,75
2666,76
2667,75
2668,75
2669,76
2670,110
2671,112
2672,112
2673,112
2674,111
2675,109
2676,109
2677,77
2678,75
2679,74
2680,75
2681,73
2682,76
2683,102
2684,100
2685,99
2686,99
2687,98
2688,98
2689,93
2690,76
2691,88
2692,77
2693,76
2694,75
2695,90
2696,92
2697,89
2698,89
2699,88
2700,87
2701,86
2702,87
2703,80
2704,76
2705,76
2706,80
2707,84
2708,83
2709,83
2710,82
2711,82
2712,82
2713,82
2714,81
2715,81
2716,81
2717,81
2718,81
2719,81
2720,80
2721,80
2722,80
2723,78
2724,77
2725,79
2726,79
2727,77
2728,74
2729,76
2730,76
2731,76
2732,76
2733,75
2734,76
2735,74
2736,75
2737,98
2738,98
2739,98
2740,76
2741,72
2742,74
2743,74
2744,74
2745,73
2746,73
2747,70
2748,72
2749,89
2750,89
2751,90
2752,90
2753,88
2754,89
2755,68
2756,67
2757,67
2758,66
2759,66
2760,64
2761,65
2762,81
2763,77
2764,86
2765,65
2766,61
2767,62
2768,59
2769,58
2770,58
2771,58
2772,57
2773,57
2774,53
2775,53
2776,53
2777,52
2778,56
2779,57
2780,57
2781,57
2782,82
2783,81
2784,86
2785,88
2786,88
2787,85
2788,52
2789,53
2790,53
2791,53
2792,53
2793,54
2794,77
2795,88
2796,97
2797,90
2798,90
2799,87
2800,45
2801,47
2802,47
2803,47
2804,48
2805,51
2806,74
2807,86
2808,98
2809,98
2810,98
2811,87
2812,74
2813,42
2814,41
2815,40
2816,40
2817,40
2818,53
2819,77
2820,85
2821,85
2822,85
2823,77
2824,75
2825,34
2826,31
2827,30
2828,29
2829,28
2830,28
2831,25
2832,21
2833,20
2834,21
2835,21
2836,25
2837,51
2838,51
2839,51
2840,50
2841,50
2842,50
2843,77
2844,94
2845,98
2846,99
2847,89
2848,77
2849,52
2850,52
2851,52
2852,51
2853,51
2854,86
2855,88
2856,87
2857,87
2858,89
2859,86
2860,51
2861,51
2862,52
2863,52
2864,53
2865,87
2866,89
2867,88
2868,89
2869,88
2870,86
2871,54
2872,51
2873,51
2874,51
2875,51
2876,52
2877,82
2878,89
2879,87
2880,89
2881,89
2882,77
2883,15
2884,16
2885,17
2886,19
2887,22
2888,24
2889,28
2890,24
2891,20
2892,20
2893,17
2894,32
2895,36
2896,37
2897,38
2898,40
2899,42
2900,46
2901,50
2902,57
2903,86
2904,86
2905,88
2906,87
2907,66
2908,66
2909,66
2910,68
2911,69
2912,71
2913,72
2914,73
2915,76
2916,77
2917,79
2918,80
2919,80
2920,81
2921,83
2922,84
2923,85
2924,86
2925,85
2926,86
2927,87
2928,87
2929,71
2930,54
2931,54
2932,54
2933,54
2934,76
2935,76
2936,55
2937,55
2938,76
2939,76
2940,88
2941,106
2942,109
2943,110
2944,110
2945,110
2946,109
2947,109
2948,108
2949,79
2950,76
2951,76
2952,76
