x,y
371,117
372,117
373,152
374,165
375,157
376,156
377,156
378,154
379,177
380,110
381,110
382,109
383,109
384,116
385,175
386,154
387,152
388,152
389,152
390,157
391,143
392,104
393,103
394,103
395,102
396,102
397,103
398,142
399,167
400,165
401,165
402,166
403,152
404,116
405,116
406,106
407,96
408,95
409,92
410,46
411,50
412,51
413,51
414,50
415,49
416,115
417,117
418,116
419,115
420,117
421,143
422,155
423,167
424,166
425,156
426,143
427,115
428,115
429,116
430,116
431,115
432,142
433,156
434,154
435,155
436,166
437,167
438,174
439,119
440,119
441,119
442,117
443,117
444,154
445,157
446,153
447,154
448,157
449,164
450,119
451,117
452,117
453,118
454,118
455,119
456,176
457,166
458,164
459,157
460,165
461,167
462,174
463,117
464,70
465,67
466,69
467,70
468,71
469,74
470,79
471,84
472,86
473,86
474,91
475,96
476,97
477,99
478,102
479,106
480,108
481,120
482,126
483,132
484,143
485,132
486,129
487,128
488,131
489,133
490,136
491,137
492,142
493,144
494,148
495,149
496,150
497,155
498,159
499,159
500,162
501,169
502,167
503,164
504,162
505,159
506,160
507,163
508,169
509,174
510,170
511,172
512,174
513,176
514,177
515,130
516,141
517,143
518,143
519,142
520,129
521,186
522,119
523,119
524,119
525,119
526,119
527,153
528,189
529,190
530,190
531,190
532,120
533,119
534,119
535,190
536,190
537,190
538,190
539,192
540,142
541,144
542,145
543,144
544,142
545,142
546,177
547,186
548,187
549,187
550,186
551,187
552,143
553,142
554,142
555,143
556,141
557,130
558,176
559,176
560,176
561,174
562,173
563,173
564,168
565,141
566,142
567,142
568,165
569,169
570,171
571,171
572,169
573,168
574,166
575,164
576,161
577,158
578,160
579,175
580,178
581,155
582,154
583,153
584,153
585,151
586,104
587,110
588,109
589,108
590,107
591,101
592,116
593,117
594,117
595,117
596,117
597,119
598,147
599,151
600,146
601,147
602,148
603,175
604,148
605,147
606,147
607,146
608,146
609,145
610,199
611,174
612,143
613,143
614,143
615,167
616,140
617,138
618,138
619,140
620,139
621,139
622,141
623,166
624,154
625,143
626,153
627,153
628,146
629,135
630,134
631,134
632,133
633,132
634,132
635,153
636,152
637,148
638,155
639,161
640,174
641,125
642,125
643,124
644,124
645,118
646,72
647,68
648,69
649,69
650,69
651,67
652,117
653,121
654,120
655,120
656,120
657,165
658,165
659,154
660,155
661,165
662,177
663,113
664,113
665,113
666,113
667,113
668,115
669,153
670,161
671,157
672,163
673,166
674,160
675,118
676,106
677,105
678,104
679,104
680,104
681,142
682,166
683,154
684,152
685,154
686,165
687,154
688,116
689,117
690,108
691,99
692,99
693,98
694,154
695,164
696,155
697,155
698,156
699,141
700,116
701,103
702,88
703,84
704,83
705,83
706,82
707,81
708,80
709,80
710,78
711,83
712,116
713,117
714,116
715,174
716,166
717,164
718,156
719,155
720,155
721,118
722,118
723,118
724,117
725,117
726,116
727,152
728,160
729,148
730,148
731,145
732,168
733,178
734,118
735,118
736,118
737,118
738,118
739,174
740,156
741,157
742,156
743,156
744,157
745,155
746,118
747,117
748,117
749,117
750,117
751,117
752,165
753,175
754,164
755,157
756,167
757,166
758,116
759,74
760,73
761,74
762,76
763,77
764,79
765,81
766,87
767,87
768,88
769,90
770,95
771,100
772,103
773,107
774,108
775,110
776,112
777,123
778,142
779,154
780,160
781,179
782,176
783,177
784,176
785,137
786,142
787,148
788,143
789,142
790,148
791,149
792,152
793,153
794,156
795,158
796,162
797,162
798,161
799,160
800,148
801,143
802,142
803,170
804,180
805,177
806,178
807,179
808,179
809,179
810,181
811,142
812,152
813,144
814,142
815,153
816,191
817,191
818,155
819,155
820,155
821,190
822,119
823,154
824,189
825,190
826,190
827,190
828,154
829,189
830,190
831,189
832,189
833,188
834,187
835,188
836,143
837,145
838,145
839,143
840,144
841,181
842,181
843,180
844,180
845,179
846,143
847,141
848,142
849,141
850,141
851,143
852,172
853,171
854,171
855,171
856,170
857,164
858,162
859,141
860,142
861,137
862,159
863,164
864,157
865,156
866,155
867,156
868,157
869,155
870,156
871,152
872,152
873,157
874,176
875,154
876,153
877,153
878,153
879,153
880,149
881,103
882,105
883,106
884,105
885,104
886,104
887,100
888,73
889,72
890,72
891,72
892,117
893,118
894,144
895,146
896,144
897,146
898,148
899,148
900,144
901,145
902,145
903,144
904,143
905,145
906,179
907,168
908,166
909,166
910,167
911,165
912,139
913,139
914,139
915,138
916,138
917,137
918,160
919,165
920,160
921,166
922,172
923,177
924,177
925,177
926,176
927,174
928,174
929,155
930,154
931,148
932,152
933,154
934,177
935,123
936,122
937,121
938,121
939,120
940,117
941,112
942,116
943,115
944,114
945,113
946,113
947,113
948,113
949,112
950,114
951,115
952,155
953,155
954,154
955,154
956,161
957,154
958,110
959,108
960,107
961,106
962,105
963,106
964,155
965,155
966,156
967,154
968,154
969,157
970,152
971,116
972,117
973,116
974,116
975,108
976,118
977,166
978,167
979,165
980,167
981,167
982,155
983,118
984,117
985,117
986,117
987,117
988,120
989,154
990,155
991,160
992,165
993,170
994,174
995,116
996,116
997,116
998,117
999,80
1000,62
1001,75
1002,74
1003,73
1004,74
1005,74
1006,114
1007,116
1008,116
1009,116
1010,116
1011,153
1012,155
1013,156
1014,164
1015,155
1016,153
1017,115
1018,116
1019,116
1020,117
1021,118
1022,118
1023,155
1024,166
1025,156
1026,157
1027,163
1028,164
1029,174
1030,119
1031,119
1032,119
1033,119
1034,119
1035,177
1036,172
1037,165
1038,165
1039,165
1040,168
1041,153
1042,117
1043,116
1044,71
1045,73
1046,73
1047,76
1048,141
1049,152
1050,154
1051,153
1052,155
1053,141
1054,98
1055,100
1056,100
1057,101
1058,103
1059,103
1060,47
1061,57
1062,61
1063,62
1064,55
1065,56
1066,125
1067,127
1068,129
1069,130
1070,133
1071,141
1072,144
1073,147
1074,148
1075,151
1076,151
1077,153
1078,155
1079,157
1080,159
1081,163
1082,162
1083,161
1084,161
1085,163
1086,166
1087,172
1088,179
1089,176
1090,176
1091,177
1092,177
1093,177
1094,141
1095,140
1096,141
1097,142
1098,140
1099,140
1100,184
1101,184
1102,185
1103,185
1104,186
1105,187
1106,188
1107,143
1108,139
1109,140
1110,132
1111,141
1112,188
1113,186
1114,186
1115,190
1116,190
1117,190
1118,189
1119,189
1120,189
1121,188
1122,187
1123,178
1124,177
1125,178
1126,178
1127,181
1128,179
1129,179
1130,179
1131,142
1132,140
1133,142
1134,142
1135,140
1136,140
1137,171
1138,171
1139,170
1140,169
1141,168
1142,170
1143,165
1144,141
1145,142
1146,142
1147,162
1148,164
1149,164
1150,163
1151,164
1152,159
1153,157
1154,132
1155,132
1156,128
1157,154
1158,200
1159,152
1160,151
1161,151
1162,150
1163,151
1164,153
1165,155
1166,152
1167,150
1168,151
1169,175
1170,174
1171,150
1172,145
1173,144
1174,143
1175,143
1176,116
1177,96
1178,103
1179,103
1180,103
1181,102
1182,101
1183,117
1184,118
1185,117
1186,117
1187,117
1188,117
1189,136
1190,143
1191,167
1192,155
1193,156
1194,170
1195,173
1196,137
1197,138
1198,175
1199,175
1200,175
1201,177
1202,187
1203,165
1204,142
1205,154
1206,156
1207,155
1208,132
1209,130
1210,128
1211,128
1212,128
1213,174
1214,161
1215,155
1216,156
1217,165
1218,170
1219,176
1220,176
1221,176
1222,176
1223,176
1224,167
1225,164
1226,157
1227,167
1228,156
1229,116
1230,115
1231,115
1232,115
1233,115
1234,112
1235,111
1236,110
1237,86
1238,61
1239,85
1240,107
1241,107
1242,107
1243,107
1244,106
1245,106
1246,108
1247,112
1248,142
1249,161
1250,156
1251,156
1252,164
1253,154
1254,117
1255,103
1256,102
1257,102
1258,101
1259,101
1260,164
1261,166
1262,154
1263,154
1264,155
1265,167
1266,144
1267,116
1268,116
1269,116
1270,117
1271,117
1272,118
1273,167
1274,166
1275,164
1276,164
1277,166
1278,142
1279,144
1280,144
1281,144
1282,144
1283,166
1284,170
1285,169
1286,166
1287,155
1288,118
1289,116
1290,116
1291,117
1292,117
1293,115
1294,78
1295,66
1296,68
1297,67
1298,67
1299,69
1300,69
1301,68
1302,68
1303,67
1304,116
1305,116
1306,175
1307,161
1308,156
1309,156
1310,161
1311,166
1312,178
1313,118
1314,118
1315,118
1316,117
1317,118
1318,120
1319,156
1320,164
1321,156
1322,157
1323,165
1324,167
1325,118
1326,117
1327,117
1328,96
1329,76
1330,78
1331,142
1332,165
1333,164
1334,164
1335,156
1336,153
1337,116
1338,117
1339,98
1340,100
1341,102
1342,117
1343,164
1344,154
1345,154
1346,166
1347,174
1348,121
1349,118
1350,121
1351,123
1352,128
1353,120
1354,72
1355,71
1356,73
1357,73
1358,70
1359,118
1360,143
1361,145
1362,149
1363,151
1364,152
1365,156
1366,157
1367,157
1368,159
1369,160
1370,166
1371,168
1372,169
1373,170
1374,172
1375,171
1376,172
1377,120
1378,142
1379,136
1380,136
1381,132
1382,142
1383,189
1384,184
1385,184
1386,185
1387,186
1388,186
1389,186
1390,142
1391,142
1392,144
1393,144
1394,143
1395,136
1396,188
1397,187
1398,187
1399,186
1400,185
1401,184
1402,141
1403,144
1404,143
1405,142
1406,141
1407,130
1408,176
1409,176
1410,175
1411,175
1412,120
1413,108
1414,57
1415,48
1416,45
1417,120
1418,121
1419,121
1420,145
1421,169
1422,169
1423,168
1424,169
1425,168
1426,164
1427,163
1428,161
1429,161
1430,163
1431,159
1432,158
1433,158
1434,157
1435,156
1436,131
1437,152
1438,148
1439,143
1440,154
1441,156
1442,175
1443,155
1444,154
1445,154
1446,154
1447,153
1448,149
1449,148
1450,148
1451,148
1452,147
1453,148
1454,151
1455,149
1456,148
1457,148
1458,148
1459,146
1460,176
1461,174
1462,148
1463,147
1464,149
1465,174
1466,178
1467,145
1468,144
1469,119
1470,117
1471,93
1472,93
1473,95
1474,99
1475,102
1476,102
1477,100
1478,101
1479,118
1480,118
1481,118
1482,117
1483,118
1484,118
1485,137
1486,141
1487,154
1488,156
1489,173
1490,174
1491,135
1492,134
1493,134
1494,133
1495,133
1496,175
1497,173
1498,167
1499,165
1500,169
1501,175
1502,178
1503,179
1504,178
1505,179
1506,180
1507,155
1508,161
1509,166
1510,166
1511,164
1512,175
1513,178
1514,119
1515,118
1516,118
1517,119
1518,119
1519,143
1520,156
1521,154
1522,155
1523,161
1524,142
1525,113
1526,107
1527,105
1528,105
1529,105
1530,105
1531,108
1532,108
1533,107
1534,106
1535,105
1536,102
1537,101
1538,101
1539,100
1540,99
1541,98
1542,98
1543,98
1544,153
1545,165
1546,157
1547,161
1548,166
1549,142
1550,116
1551,107
1552,117
1553,117
1554,118
1555,147
1556,173
1557,168
1558,165
1559,165
1560,166
1561,155
1562,119
1563,119
1564,119
1565,118
1566,118
1567,165
1568,167
1569,165
1570,168
1571,170
1572,173
1573,174
1574,142
1575,142
1576,142
1577,142
1578,142
1579,154
1580,156
1581,156
1582,156
1583,166
1584,175
1585,116
1586,117
1587,117
1588,118
1589,117
1590,75
1591,67
1592,65
1593,65
1594,65
1595,66
1596,66
1597,65
1598,65
1599,64
1600,65
1601,119
1602,155
1603,170
1604,161
1605,157
1606,166
1607,170
1608,173
1609,118
1610,147
1611,147
1612,119
1613,119
1614,179
1615,172
1616,163
1617,157
1618,165
1619,169
1620,154
1621,115
1622,84
1623,86
1624,88
1625,89
1626,93
1627,179
1628,171
1629,156
1630,156
1631,166
1632,119
1633,112
1634,114
1635,116
1636,120
1637,124
1638,129
1639,142
1640,146
1641,147
1642,147
1643,152
1644,155
1645,151
1646,156
1647,157
1648,160
1649,157
1650,78
1651,76
1652,76
1653,76
1654,75
1655,81
1656,145
1657,174
1658,175
1659,176
1660,178
1661,140
1662,140
1663,142
1664,142
1665,154
1666,189
1667,187
1668,187
1669,188
1670,189
1671,189
1672,189
1673,141
1674,140
1675,145
1676,145
1677,144
1678,143
1679,193
1680,192
1681,192
1682,192
1683,192
1684,192
1685,188
1686,152
1687,132
1688,142
1689,141
1690,144
1691,153
1692,178
1693,180
1694,179
1695,179
1696,178
1697,177
1698,130
1699,140
1700,140
1701,141
1702,140
1703,130
1704,169
1705,168
1706,169
1707,119
1708,119
1709,143
1710,165
1711,165
1712,165
1713,120
1714,118
1715,141
1716,161
1717,160
1718,159
1719,170
1720,160
1721,155
1722,154
1723,154
1724,142
1725,155
1726,154
1727,153
1728,153
1729,154
1730,152
1731,155
1732,153
1733,130
1734,131
1735,128
1736,152
1737,177
1738,151
1739,150
1740,150
1741,149
1742,148
1743,152
1744,148
1745,148
1746,148
1747,147
1748,147
1749,147
1750,147
1751,146
1752,146
1753,145
1754,145
1755,144
1756,177
1757,173
1758,167
1759,165
1760,168
1761,170
1762,141
1763,138
1764,136
1765,133
1766,132
1767,69
1768,70
1769,93
1770,96
1771,97
1772,98
1773,93
1774,100
1775,120
1776,120
1777,120
1778,120
1779,127
1780,154
1781,154
1782,160
1783,175
1784,178
1785,122
1786,122
1787,122
1788,122
1789,121
1790,173
1791,171
1792,165
1793,166
1794,171
1795,175
1796,146
1797,116
1798,116
1799,116
1800,116
1801,116
1802,144
1803,161
1804,154
1805,154
1806,155
1807,155
1808,176
1809,106
1810,105
1811,105
1812,104
1813,106
1814,117
1815,155
1816,157
1817,155
1818,156
1819,169
1820,155
1821,99
1822,96
1823,95
1824,95
1825,94
1826,93
1827,92
1828,92
1829,92
1830,90
1831,89
1832,93
1833,95
1834,115
1835,106
1836,106
1837,105
1838,105
1839,118
1840,155
1841,166
1842,155
1843,161
1844,156
1845,155
1846,155
1847,155
1848,155
1849,155
1850,164
1851,168
1852,166
1853,167
1854,166
1855,154
1856,118
1857,118
1858,118
1859,118
1860,118
1861,148
1862,156
1863,156
1864,157
1865,157
1866,165
1867,174
1868,118
1869,118
1870,118
1871,117
1872,117
1873,142
1874,165
1875,161
1876,164
1877,167
1878,156
1879,117
1880,117
1881,117
1882,117
1883,117
1884,116
1885,68
1886,67
1887,68
1888,70
1889,73
1890,72
1891,74
1892,77
1893,78
1894,79
1895,80
1896,85
1897,88
1898,130
1899,166
1900,155
1901,155
1902,166
1903,114
1904,110
1905,110
1906,112
1907,115
1908,117
1909,121
1910,130
1911,135
1912,140
1913,140
1914,141
1915,139
1916,141
1917,144
1918,145
1919,147
1920,150
1921,153
1922,157
1923,158
1924,157
1925,162
1926,167
1927,170
1928,170
1929,172
1930,174
1931,175
1932,175
1933,173
1934,172
1935,142
1936,136
1937,175
1938,181
1939,179
1940,180
1941,180
1942,179
1943,177
1944,176
1945,176
1946,189
1947,190
1948,191
1949,191
1950,191
1951,192
1952,192
1953,190
1954,190
1955,177
1956,189
1957,153
1958,145
1959,145
1960,144
1961,144
1962,183
1963,154
1964,189
1965,189
1966,188
1967,188
1968,190
1969,141
1970,140
1971,145
1972,144
1973,139
1974,131
1975,179
1976,180
1977,180
1978,180
1979,179
1980,178
1981,142
1982,131
1983,136
1984,139
1985,136
1986,161
1987,165
1988,165
1989,164
1990,161
1991,159
1992,159
1993,155
1994,152
1995,152
1996,152
1997,156
1998,176
1999,152
2000,152
2001,152
2002,152
2003,99
2004,86
2005,85
2006,84
2007,80
2008,82
2009,78
2010,149
2011,149
2012,148
2013,148
2014,148
2015,153
2016,151
2017,147
2018,147
2019,149
2020,146
2021,145
2022,146
2023,145
2024,145
2025,144
2026,144
2027,144
2028,165
2029,151
2030,153
2031,154
2032,146
2033,177
2034,141
2035,142
2036,141
2037,141
2038,141
2039,178
2040,160
2041,138
2042,140
2043,139
2044,165
2045,131
2046,133
2047,133
2048,135
2049,134
2050,133
2051,133
2052,188
2053,167
2054,160
2055,165
2056,170
2057,173
2058,126
2059,126
2060,123
2061,119
2062,70
2063,69
2064,62
2065,63
2066,64
2067,65
2068,64
2069,63
2070,112
2071,112
2072,112
2073,110
2074,111
2075,130
2076,154
2077,165
2078,156
2079,161
2080,154
2081,116
2082,116
2083,117
2084,116
2085,117
2086,154
2087,173
2088,169
2089,167
2090,170
2091,175
2092,175
2093,118
2094,118
2095,118
2096,118
2097,118
2098,155
2099,165
2100,164
2101,164
2102,167
2103,165
2104,117
2105,107
2106,98
2107,107
2108,106
2109,106
2110,155
2111,165
2112,164
2113,154
2114,155
2115,154
2116,154
2117,103
2118,90
2119,85
2120,85
2121,85
2122,84
2123,83
2124,80
2125,80
2126,80
2127,77
2128,81
2129,99
2130,115
2131,117
2132,116
2133,115
2134,115
2135,148
2136,156
2137,166
2138,165
2139,155
2140,142
2141,116
2142,115
2143,115
2144,116
2145,116
2146,154
2147,161
2148,155
2149,165
2150,168
2151,174
2152,176
2153,176
2154,176
2155,176
2156,174
2157,155
2158,153
2159,152
2160,151
2161,168
2162,178
2163,118
2164,117
2165,117
2166,116
2167,116
2168,117
2169,166
2170,166
2171,155
2172,156
2173,168
2174,153
2175,83
2176,80
2177,84
2178,86
2179,86
2180,87
2181,92
2182,96
2183,96
2184,95
2185,99
2186,106
2187,110
2188,114
2189,115
2190,116
2191,120
2192,124
2193,130
2194,139
2195,142
2196,144
2197,148
2198,149
2199,147
2200,148
2201,150
2202,154
2203,156
2204,158
2205,162
2206,165
2207,165
2208,162
2209,161
2210,165
2211,167
2212,169
2213,170
2214,171
2215,173
2216,130
2217,129
2218,130
2219,130
2220,142
2221,184
2222,183
2223,183
2224,184
2225,184
2226,176
2227,155
2228,143
2229,142
2230,144
2231,144
2232,142
2233,191
2234,154
2235,154
2236,154
2237,154
2238,118
2239,118
2240,118
2241,190
2242,190
2243,188
2244,188
2245,188
2246,187
2247,187
2248,186
2249,185
2250,151
2251,182
2252,142
2253,143
2254,141
2255,141
2256,140
2257,141
2258,176
2259,175
2260,174
2261,173
2262,172
2263,171
2264,174
2265,153
2266,129
2267,140
2268,140
2269,161
2270,160
2271,160
2272,159
2273,159
2274,158
2275,157
2276,158
2277,153
2278,142
2279,144
2280,144
2281,151
2282,141
2283,150
2284,149
2285,149
2286,148
2287,152
2288,150
2289,149
2290,148
2291,150
2292,150
2293,148
2294,148
2295,148
2296,147
2297,145
2298,143
2299,120
2300,150
2301,150
2302,150
2303,146
2304,145
2305,145
2306,145
2307,145
2308,145
2309,144
2310,175
2311,165
2312,159
2313,154
2314,165
2315,155
2316,175
2317,141
2318,141
2319,140
2320,140
2321,139
2322,140
2323,142
2324,155
2325,153
2326,152
2327,147
2328,137
2329,134
2330,134
2331,132
2332,131
2333,130
2334,130
2335,128
2336,155
2337,143
2338,148
2339,152
2340,154
2341,177
2342,177
2343,177
2344,178
2345,178
2346,178
2347,176
2348,171
2349,174
2350,176
2351,177
2352,176
2353,117
2354,117
2355,116
2356,116
2357,67
2358,63
2359,64
2360,64
2361,62
2362,60
2363,69
2364,103
2365,103
2366,103
2367,102
2368,103
2369,120
2370,144
2371,156
2372,160
2373,154
2374,154
2375,102
2376,102
2377,102
2378,101
2379,117
2380,118
2381,153
2382,170
2383,164
2384,160
2385,157
2386,171
2387,177
2388,116
2389,117
2390,117
2391,117
2392,115
2393,154
2394,164
2395,165
2396,157
2397,160
2398,166
2399,144
2400,116
2401,115
2402,90
2403,89
2404,88
2405,88
2406,142
2407,153
2408,166
2409,164
2410,161
2411,142
2412,116
2413,116
2414,116
2415,115
2416,115
2417,78
2418,46
2419,48
2420,48
2421,49
2422,52
2423,58
2424,114
2425,114
2426,115
2427,115
2428,117
2429,143
2430,153
2431,155
2432,155
2433,156
2434,155
2435,117
2436,117
2437,117
2438,118
2439,118
2440,148
2441,157
2442,161
2443,157
2444,167
2445,174
2446,143
2447,118
2448,117
2449,118
2450,116
2451,82
2452,154
2453,165
2454,165
2455,160
2456,165
2457,156
2458,175
2459,95
2460,97
2461,99
2462,101
2463,107
2464,114
2465,122
2466,130
2467,142
2468,139
2469,139
2470,138
2471,130
2472,131
2473,135
2474,140
2475,141
2476,142
2477,143
2478,142
2479,119
2480,120
2481,118
2482,158
2483,160
2484,162
2485,166
2486,167
2487,169
2488,169
2489,172
2490,168
2491,166
2492,156
2493,142
2494,172
2495,177
2496,178
2497,179
2498,180
2499,180
2500,140
2501,136
2502,141
2503,141
2504,141
2505,143
2506,187
2507,187
2508,187
2509,186
2510,183
2511,154
2512,144
2513,145
2514,145
2515,143
2516,152
2517,185
2518,182
2519,182
2520,182
2521,182
2522,179
2523,142
2524,143
2525,143
2526,142
2527,142
2528,141
2529,176
2530,175
2531,147
2532,147
2533,173
2534,172
2535,172
2536,172
2537,171
2538,145
2539,167
2540,120
2541,119
2542,120
2543,164
2544,163
2545,161
2546,160
2547,159
2548,129
2549,155
2550,149
2551,148
2552,142
2553,131
2554,156
2555,155
2556,156
2557,155
2558,155
2559,157
2560,153
2561,153
2562,132
2563,141
2564,149
2565,151
2566,153
2567,153
2568,153
2569,153
2570,153
2571,174
2572,174
2573,151
2574,149
2575,151
2576,164
2577,173
2578,150
2579,150
2580,150
2581,149
2582,149
2583,147
2584,146
2585,145
2586,144
2587,145
2588,161
2589,140
2590,139
2591,138
2592,137
2593,137
2594,134
2595,117
2596,132
2597,131
2598,131
2599,130
2600,131
2601,131
2602,130
2603,130
2604,130
2605,133
2606,176
2607,171
2608,156
2609,155
2610,161
2611,161
2612,129
2613,127
2614,128
2615,127
2616,127
2617,127
2618,175
2619,154
2620,156
2621,156
2622,157
2623,167
2624,154
2625,122
2626,121
2627,121
2628,120
2629,119
2630,147
2631,167
2632,165
2633,156
2634,161
2635,167
2636,161
2637,119
2638,117
2639,116
2640,116
2641,116
2642,116
2643,176
2644,174
2645,160
2646,166
2647,174
2648,143
2649,117
2650,117
2651,117
2652,104
2653,85
2654,85
2655,80
2656,74
2657,71
2658,70
2659,70
2660,70
2661,69
2662,71
2663,97
2664,101
2665,152
2666,156
2667,156
2668,157
2669,168
2670,174
2671,118
2672,118
2673,118
2674,118
2675,119
2676,119
2677,170
2678,169
2679,167
2680,164
2681,165
2682,160
2683,120
2684,116
2685,116
2686,116
2687,116
2688,116
2689,173
2690,171
2691,163
2692,157
2693,156
2694,164
2695,141
2696,115
2697,116
2698,118
2699,118
2700,118
2701,118
2702,155
2703,156
2704,155
2705,154
2706,154
2707,136
2708,115
2709,94
2710,117
2711,73
2712,72
2713,72
2714,71
2715,68
2716,67
2717,42
2718,42
2719,48
2720,63
2721,68
2722,69
2723,120
2724,156
2725,165
2726,164
2727,166
2728,156
2729,84
2730,86
2731,88
2732,89
2733,92
2734,94
2735,153
2736,154
2737,153
2738,144
2739,151
2740,166
2741,118
2742,113
2743,114
2744,118
2745,120
2746,122
2747,126
2748,176
2749,175
2750,148
2751,143
2752,142
2753,143
2754,141
2755,140
2756,141
2757,142
2758,145
2759,148
2760,157
2761,154
2762,150
2763,154
2764,156
2765,158
2766,163
2767,161
2768,163
2769,167
2770,168
2771,169
2772,170
2773,170
2774,170
2775,174
2776,175
2777,173
2778,173
2779,173
2780,174
2781,175
2782,176
2783,143
2784,143
2785,143
2786,144
2787,154
2788,182
2789,178
2790,178
2791,178
2792,179
2793,178
2794,143
2795,143
2796,140
2797,140
2798,142
2799,153
2800,181
2801,179
2802,179
2803,178
2804,177
2805,176
2806,130
2807,142
2808,129
2809,130
2810,127
2811,141
2812,180
2813,173
2814,172
2815,172
2816,171
2817,169
2818,170
2819,143
2820,143
2821,149
2822,154
2823,162
2824,159
2825,159
2826,157
2827,156
2828,154
2829,153
2830,135
2831,151
2832,151
2833,135
2834,118
2835,117
2836,149
2837,151
2838,151
2839,150
2840,150
2841,150
2842,149
2843,150
2844,150
2845,148
2846,150
2847,153
2848,163
2849,153
2850,152
2851,152
2852,162
2853,162
2854,147
2855,147
2856,146
2857,146
2858,147
2859,146
2860,146
2861,146
2862,146
2863,145
2864,145
2865,142
2866,145
2867,150
2868,154
2869,164
2870,166
2871,177
2872,140
2873,140
2874,139
2875,139
2876,138
2877,137
2878,155
2879,153
2880,153
2881,155
2882,137
2883,132
2884,131
2885,131
2886,131
2887,130
2888,119
2889,118
2890,118
2891,122
2892,122
2893,122
2894,122
2895,122
2896,123
2897,124
2898,124
2899,124
2900,125
2901,127
2902,155
2903,168
2904,165
2905,165
2906,169
2907,174
2908,175
2909,175
2910,175
2911,176
2912,176
2913,177
2914,174
2915,166
2916,166
2917,166
2918,169
2919,172
2920,175
2921,175
2922,175
2923,175
2924,174
2925,154
2926,156
2927,165
2928,165
2929,166
2930,170
2931,177
2932,174
2933,176
2934,176
2935,177
2936,177
2937,176
2938,167
2939,166
2940,176
2941,177
2942,106
2943,105
2944,104
2945,103
2946,117
2947,119
2948,172
2949,142
2950,134
2951,152
2952,152
